invoice_id,client_id,client_industry,invoice_amount,payment_terms_days,invoice_day_of_week,invoice_day_of_month,invoice_month,days_since_invoice_sent,client_avg_days_to_pay,client_late_payment_rate,client_total_invoices_before_this,amount_vs_client_avg,is_repeat_client,payment_status
INV-10816,CL-1015,Consulting,104300.0,30,2,15,10,34,21.6,0.05,16,1.19,True,on_time
INV-10817,CL-1016,Photography,63900.0,15,2,27,6,23,17.1,0.05,16,0.8,True,on_time
INV-10818,CL-1017,Copywriting,21300.0,30,3,9,7,88,22.2,0.05,16,0.89,True,very_late
INV-10819,CL-1018,Design,114500.0,30,5,26,3,14,25.3,0.05,16,0.72,True,on_time
INV-10820,CL-1019,Development,49400.0,45,0,28,3,13,45.1,0.9,16,2.06,True,late
INV-10821,CL-1020,Marketing,290500.0,45,3,26,10,86,25.3,0.05,16,1.01,True,very_late
INV-10822,CL-1021,Consulting,93400.0,45,3,25,6,78,55.5,0.5,16,0.97,True,very_late
INV-10823,CL-1022,Photography,16500.0,45,6,24,3,61,18.8,0.05,16,0.69,True,on_time
INV-10824,CL-1023,Copywriting,82400.0,15,3,15,1,8,16.2,0.05,16,0.94,True,on_time
INV-10825,CL-1024,Design,339400.0,30,0,23,11,67,27.4,0.05,16,1.52,True,very_late
INV-10826,CL-1025,Development,176400.0,45,5,19,4,85,18.7,0.05,16,1.23,True,very_late
INV-10827,CL-1026,Marketing,179800.0,45,4,23,12,79,15.3,0.05,16,1.07,True,late
INV-10828,CL-1027,Consulting,18000.0,45,5,8,8,44,46.5,0.833,16,1.12,True,late
INV-10829,CL-1028,Photography,254600.0,45,3,5,9,78,25.9,0.05,16,1.06,True,very_late
INV-10830,CL-1029,Copywriting,112500.0,45,1,17,8,63,22.5,0.05,16,0.7,True,on_time
INV-10831,CL-1030,Design,500000.0,15,6,16,6,30,25.3,0.05,16,1.43,True,on_time
INV-10832,CL-1031,Development,64700.0,30,0,17,4,70,24.2,0.05,16,0.48,True,very_late
INV-10833,CL-1032,Marketing,37800.0,30,6,8,2,58,53.0,0.167,16,1.57,True,late
INV-10834,CL-1033,Consulting,246700.0,45,3,3,8,57,27.6,0.05,16,0.7,True,on_time
INV-10835,CL-1034,Photography,193300.0,30,5,21,1,13,19.3,0.05,16,1.34,True,on_time
INV-10836,CL-1035,Copywriting,198700.0,15,4,18,1,11,21.7,0.05,16,0.92,True,on_time
INV-10837,CL-1036,Design,305200.0,45,5,10,9,71,25.6,0.05,16,0.87,True,late
INV-10838,CL-1037,Development,253500.0,45,3,11,6,6,22.7,0.05,16,1.76,True,on_time
INV-10839,CL-1038,Marketing,343000.0,30,2,18,10,76,26.1,0.05,16,1.53,True,very_late
INV-10840,CL-1039,Consulting,56700.0,45,2,23,8,14,38.9,0.167,16,1.42,True,late
INV-10841,CL-1040,Photography,55300.0,45,1,1,6,45,23.9,0.05,16,1.15,True,on_time
INV-10842,CL-1041,Copywriting,134100.0,30,4,17,6,89,45.7,0.167,16,0.73,True,late
INV-10843,CL-1042,Design,84700.0,15,3,5,12,52,34.7,0.167,16,0.66,True,late
INV-10844,CL-1043,Development,115600.0,45,1,7,2,50,18.1,0.05,16,0.85,True,on_time
INV-10845,CL-1044,Marketing,176700.0,15,5,11,2,53,46.2,0.167,16,1.1,True,very_late
INV-10846,CL-1045,Consulting,88400.0,45,6,22,10,15,17.3,0.05,16,1.23,True,on_time
INV-10847,CL-1046,Photography,32600.0,30,3,22,10,64,63.5,0.833,16,1.36,True,very_late
INV-10848,CL-1047,Copywriting,125400.0,30,0,17,12,6,17.9,0.05,16,1.04,True,on_time
INV-10849,CL-1048,Design,163500.0,30,6,19,8,65,22.9,0.05,16,0.7,True,late
INV-10850,CL-1049,Development,419000.0,15,5,19,3,16,19.1,0.05,16,1.2,True,on_time
INV-10851,CL-1000,Design,27100.0,45,4,20,6,64,23.0,0.05,17,1.13,True,on_time
INV-10852,CL-1001,Development,149900.0,30,4,23,4,35,14.4,0.05,17,1.25,True,on_time
INV-10853,CL-1002,Marketing,64600.0,30,2,15,3,17,17.9,0.05,17,1.15,True,on_time
INV-10854,CL-1003,Consulting,131600.0,45,5,17,5,89,17.1,0.05,17,1.27,True,very_late
INV-10855,CL-1004,Photography,38200.0,30,5,24,9,80,56.0,0.167,17,0.95,True,very_late
INV-10856,CL-1005,Copywriting,58900.0,15,4,23,5,87,23.5,0.05,17,1.47,True,very_late
INV-10857,CL-1006,Design,41100.0,45,1,23,11,22,58.4,0.333,17,0.47,True,on_time
INV-10858,CL-1007,Development,92900.0,45,5,11,12,14,33.0,0.167,17,0.83,True,on_time
INV-10859,CL-1008,Marketing,233600.0,45,3,19,10,85,19.9,0.05,17,1.12,True,very_late
INV-10860,CL-1009,Consulting,82000.0,45,5,27,9,36,14.4,0.05,17,1.28,True,on_time
INV-10861,CL-1010,Photography,76600.0,30,6,1,9,13,48.3,0.9,17,1.2,True,very_late
INV-10862,CL-1011,Copywriting,93200.0,15,0,22,1,25,21.1,0.05,17,1.29,True,on_time
INV-10863,CL-1012,Design,46100.0,15,2,22,5,18,14.4,0.05,17,0.72,True,on_time
INV-10864,CL-1013,Development,19900.0,45,6,10,4,69,67.0,0.9,17,0.83,True,very_late
INV-10865,CL-1014,Marketing,181900.0,30,0,20,11,71,23.1,0.05,17,1.14,True,very_late
INV-10866,CL-1015,Consulting,81400.0,45,5,18,7,30,21.6,0.05,17,0.93,True,on_time
INV-10867,CL-1016,Photography,79500.0,45,2,23,11,6,17.1,0.05,17,0.99,True,on_time
INV-10868,CL-1017,Copywriting,31800.0,30,3,26,11,40,22.2,0.05,17,1.32,True,on_time
INV-10869,CL-1018,Design,110700.0,15,0,24,5,25,25.3,0.05,17,0.69,True,on_time
INV-10870,CL-1019,Development,33500.0,30,6,8,11,90,45.1,0.9,17,1.4,True,late
INV-10871,CL-1020,Marketing,277700.0,30,6,19,9,77,25.3,0.05,17,0.96,True,very_late
INV-10872,CL-1021,Consulting,98400.0,45,1,10,8,22,55.5,0.5,17,1.02,True,on_time
INV-10873,CL-1022,Photography,17300.0,15,1,6,12,65,18.8,0.05,17,0.72,True,very_late
INV-10874,CL-1023,Copywriting,123800.0,15,3,9,9,33,16.2,0.05,17,1.41,True,on_time
INV-10875,CL-1024,Design,239400.0,45,6,9,1,42,27.4,0.05,17,1.07,True,on_time
INV-10876,CL-1025,Development,55900.0,15,0,5,6,76,18.7,0.05,17,0.39,True,very_late
INV-10877,CL-1026,Marketing,133600.0,45,4,27,11,38,15.3,0.05,17,0.8,True,on_time
INV-10878,CL-1027,Consulting,19100.0,45,4,12,2,90,46.5,0.833,17,1.19,True,very_late
INV-10879,CL-1028,Photography,228700.0,15,1,17,2,64,25.9,0.05,17,0.95,True,very_late
INV-10880,CL-1029,Copywriting,281300.0,45,4,13,2,44,22.5,0.05,17,1.76,True,late
INV-10881,CL-1030,Design,500000.0,15,5,11,6,46,25.3,0.05,17,1.43,True,late
INV-10882,CL-1031,Development,139600.0,45,4,16,9,83,24.2,0.05,17,1.03,True,very_late
INV-10883,CL-1032,Marketing,22000.0,45,2,15,4,82,53.0,0.167,17,0.92,True,very_late
INV-10884,CL-1033,Consulting,500000.0,45,1,2,11,41,27.6,0.05,17,1.43,True,on_time
INV-10885,CL-1034,Photography,150300.0,15,3,9,9,36,19.3,0.05,17,1.04,True,very_late
INV-10886,CL-1035,Copywriting,219300.0,45,6,25,6,65,21.7,0.05,17,1.02,True,on_time
INV-10887,CL-1036,Design,281500.0,30,3,2,5,83,25.6,0.05,17,0.8,True,very_late
INV-10888,CL-1037,Development,111000.0,45,0,4,3,68,22.7,0.05,17,0.77,True,late
INV-10889,CL-1038,Marketing,180800.0,45,0,7,11,80,26.1,0.05,17,0.81,True,late
INV-10890,CL-1039,Consulting,34400.0,45,3,27,2,26,38.9,0.167,17,0.86,True,on_time
INV-10891,CL-1040,Photography,29300.0,45,5,25,7,82,23.9,0.05,17,0.61,True,very_late
INV-10892,CL-1041,Copywriting,108700.0,15,5,22,3,3,45.7,0.167,17,0.59,True,on_time
INV-10893,CL-1042,Design,131700.0,30,0,3,2,6,34.7,0.167,17,1.03,True,on_time
INV-10894,CL-1043,Development,122100.0,30,4,3,10,29,18.1,0.05,17,0.9,True,on_time
INV-10895,CL-1044,Marketing,178900.0,30,3,15,11,51,46.2,0.167,17,1.12,True,late
INV-10896,CL-1045,Consulting,37400.0,15,3,22,2,68,17.3,0.05,17,0.52,True,very_late
INV-10897,CL-1046,Photography,22700.0,45,4,3,12,74,63.5,0.833,17,0.95,True,very_late
INV-10898,CL-1047,Copywriting,129300.0,15,2,17,2,37,17.9,0.05,17,1.08,True,late
INV-10899,CL-1048,Design,207500.0,30,4,3,5,56,22.9,0.05,17,0.89,True,late
INV-10900,CL-1049,Development,500000.0,45,0,16,3,68,19.1,0.05,17,1.43,True,late
INV-10901,CL-1000,Design,46700.0,45,3,26,9,37,23.0,0.05,18,1.95,True,on_time
INV-10902,CL-1001,Development,93600.0,15,2,22,12,82,14.4,0.05,18,0.78,True,very_late
INV-10903,CL-1002,Marketing,29800.0,15,4,28,9,18,17.9,0.05,18,0.53,True,on_time
INV-10904,CL-1003,Consulting,114200.0,15,4,20,7,68,17.1,0.05,18,1.1,True,very_late
INV-10905,CL-1004,Photography,23000.0,15,2,7,12,44,56.0,0.167,18,0.57,True,late
INV-10906,CL-1005,Copywriting,33800.0,45,6,17,3,20,23.5,0.05,18,0.84,True,on_time
INV-10907,CL-1006,Design,154700.0,45,6,9,4,14,58.4,0.333,18,1.76,True,very_late
INV-10908,CL-1007,Development,102000.0,45,6,2,9,59,33.0,0.167,18,0.91,True,on_time
INV-10909,CL-1008,Marketing,97900.0,15,2,22,2,32,19.9,0.05,18,0.47,True,on_time
INV-10910,CL-1009,Consulting,59400.0,45,4,16,6,45,14.4,0.05,18,0.93,True,on_time
INV-10911,CL-1010,Photography,61100.0,45,1,4,5,79,48.3,0.9,18,0.95,True,very_late
INV-10912,CL-1011,Copywriting,66600.0,15,2,16,8,42,21.1,0.05,18,0.93,True,late
INV-10913,CL-1012,Design,67900.0,30,5,19,3,72,14.4,0.05,18,1.06,True,very_late
INV-10914,CL-1013,Development,16400.0,30,3,6,1,40,67.0,0.9,18,0.68,True,very_late
INV-10915,CL-1014,Marketing,154600.0,15,5,24,11,55,23.1,0.05,18,0.97,True,very_late
INV-10916,CL-1015,Consulting,112800.0,30,1,22,12,42,21.6,0.05,18,1.28,True,on_time
INV-10917,CL-1016,Photography,111700.0,30,3,12,5,62,17.1,0.05,18,1.4,True,late
INV-10918,CL-1017,Copywriting,19400.0,15,5,20,2,35,22.2,0.05,18,0.81,True,on_time
INV-10919,CL-1018,Design,107200.0,15,4,7,5,80,25.3,0.05,18,0.67,True,very_late
INV-10920,CL-1019,Development,23700.0,15,0,28,9,80,45.1,0.9,18,0.99,True,very_late
INV-10921,CL-1020,Marketing,275300.0,45,4,13,10,27,25.3,0.05,18,0.96,True,on_time
INV-10922,CL-1021,Consulting,79200.0,45,2,18,9,60,55.5,0.5,18,0.82,True,on_time
INV-10923,CL-1022,Photography,25400.0,15,2,13,4,75,18.8,0.05,18,1.06,True,very_late
INV-10924,CL-1023,Copywriting,137000.0,30,1,15,9,65,16.2,0.05,18,1.56,True,late
INV-10925,CL-1024,Design,314500.0,30,4,1,11,30,27.4,0.05,18,1.4,True,on_time
INV-10926,CL-1025,Development,114900.0,45,5,6,9,17,18.7,0.05,18,0.8,True,on_time
INV-10927,CL-1026,Marketing,110600.0,15,4,19,11,18,15.3,0.05,18,0.66,True,on_time
INV-10928,CL-1027,Consulting,22700.0,30,2,2,4,62,46.5,0.833,18,1.42,True,very_late
INV-10929,CL-1028,Photography,390700.0,30,2,8,1,85,25.9,0.05,18,1.63,True,very_late
INV-10930,CL-1029,Copywriting,177000.0,30,3,16,8,5,22.5,0.05,18,1.11,True,late
INV-10931,CL-1030,Design,333900.0,45,2,4,12,66,25.3,0.05,18,0.95,True,late
INV-10932,CL-1031,Development,179500.0,30,6,24,5,74,24.2,0.05,18,1.32,True,very_late
INV-10933,CL-1032,Marketing,37900.0,15,3,21,7,46,53.0,0.167,18,1.58,True,late
INV-10934,CL-1033,Consulting,500000.0,15,4,9,7,28,27.6,0.05,18,1.43,True,on_time
INV-10935,CL-1034,Photography,98300.0,30,6,28,6,62,19.3,0.05,18,0.68,True,late
INV-10936,CL-1035,Copywriting,146700.0,45,0,17,3,56,21.7,0.05,18,0.68,True,on_time
INV-10937,CL-1036,Design,314200.0,15,4,21,5,27,25.6,0.05,18,0.9,True,on_time
INV-10938,CL-1037,Development,227800.0,15,2,20,12,15,22.7,0.05,18,1.58,True,on_time
INV-10939,CL-1038,Marketing,184000.0,30,6,11,12,14,26.1,0.05,18,0.82,True,on_time
INV-10940,CL-1039,Consulting,22200.0,30,3,7,10,20,38.9,0.167,18,0.56,True,on_time
INV-10941,CL-1040,Photography,67300.0,30,0,8,1,16,23.9,0.05,18,1.4,True,on_time
INV-10942,CL-1041,Copywriting,119500.0,15,1,21,9,5,45.7,0.167,18,0.65,True,on_time
INV-10943,CL-1042,Design,126800.0,15,0,6,5,23,34.7,0.167,18,0.99,True,on_time
INV-10944,CL-1043,Development,102400.0,30,4,19,11,2,18.1,0.05,18,0.75,True,on_time
INV-10945,CL-1044,Marketing,135500.0,45,5,27,5,10,46.2,0.167,18,0.85,True,on_time
INV-10946,CL-1045,Consulting,87200.0,45,3,28,8,21,17.3,0.05,18,1.21,True,on_time
INV-10947,CL-1046,Photography,20600.0,30,4,5,10,23,63.5,0.833,18,0.86,True,very_late
INV-10948,CL-1047,Copywriting,116300.0,45,2,6,12,87,17.9,0.05,18,0.97,True,very_late
INV-10949,CL-1048,Design,211900.0,30,4,19,2,29,22.9,0.05,18,0.91,True,on_time
INV-10950,CL-1049,Development,425900.0,15,0,1,4,66,19.1,0.05,18,1.22,True,very_late
INV-10951,CL-1000,Design,30600.0,45,5,14,3,77,23.0,0.05,19,1.27,True,late
INV-10952,CL-1001,Development,180900.0,30,4,20,1,68,14.4,0.05,19,1.51,True,very_late
INV-10953,CL-1002,Marketing,53900.0,15,0,16,11,16,17.9,0.05,19,0.96,True,on_time
INV-10954,CL-1003,Consulting,60000.0,45,6,1,11,83,17.1,0.05,19,0.58,True,very_late
INV-10955,CL-1004,Photography,26300.0,30,2,28,1,89,56.0,0.167,19,0.66,True,very_late
INV-10956,CL-1005,Copywriting,73400.0,15,6,16,7,44,23.5,0.05,19,1.83,True,late
INV-10957,CL-1006,Design,110000.0,45,6,27,12,73,58.4,0.333,19,1.25,True,very_late
INV-10958,CL-1007,Development,59600.0,15,2,16,4,10,33.0,0.167,19,0.53,True,on_time
INV-10959,CL-1008,Marketing,157900.0,45,3,9,4,0,19.9,0.05,19,0.76,True,on_time
INV-10960,CL-1009,Consulting,60300.0,15,4,17,2,66,14.4,0.05,19,0.94,True,very_late
INV-10961,CL-1010,Photography,32000.0,45,1,23,6,52,48.3,0.9,19,0.5,True,very_late
INV-10962,CL-1011,Copywriting,49500.0,15,3,21,10,32,21.1,0.05,19,0.69,True,on_time
INV-10963,CL-1012,Design,132300.0,45,3,19,6,78,14.4,0.05,19,2.07,True,late
INV-10964,CL-1013,Development,9900.0,45,3,25,4,52,67.0,0.9,19,0.41,True,very_late
INV-10965,CL-1014,Marketing,235200.0,45,3,6,6,71,23.1,0.05,19,1.47,True,late
INV-10966,CL-1015,Consulting,57200.0,30,2,19,6,90,21.6,0.05,19,0.65,True,very_late
INV-10967,CL-1016,Photography,68000.0,15,6,28,11,15,17.1,0.05,19,0.85,True,on_time
INV-10968,CL-1017,Copywriting,60600.0,30,6,23,3,12,22.2,0.05,19,2.52,True,on_time
INV-10969,CL-1018,Design,174900.0,30,6,11,9,78,25.3,0.05,19,1.09,True,very_late
INV-10970,CL-1019,Development,35100.0,45,0,6,7,81,45.1,0.9,19,1.46,True,very_late
INV-10971,CL-1020,Marketing,320800.0,15,6,5,8,76,25.3,0.05,19,1.11,True,very_late
INV-10972,CL-1021,Consulting,105500.0,15,2,8,6,10,55.5,0.5,19,1.1,True,on_time
INV-10973,CL-1022,Photography,29800.0,45,3,13,10,83,18.8,0.05,19,1.24,True,very_late
INV-10974,CL-1023,Copywriting,100400.0,45,4,2,3,81,16.2,0.05,19,1.14,True,very_late
INV-10975,CL-1024,Design,332200.0,15,1,28,11,66,27.4,0.05,19,1.48,True,very_late
INV-10976,CL-1025,Development,77400.0,15,6,20,9,66,18.7,0.05,19,0.54,True,very_late
INV-10977,CL-1026,Marketing,122400.0,45,1,22,1,46,15.3,0.05,19,0.73,True,on_time
INV-10978,CL-1027,Consulting,13000.0,15,1,3,5,51,46.5,0.833,19,0.81,True,very_late
INV-10979,CL-1028,Photography,113700.0,30,3,19,4,66,25.9,0.05,19,0.47,True,very_late
INV-10980,CL-1029,Copywriting,231500.0,45,0,3,9,36,22.5,0.05,19,1.45,True,on_time
INV-10981,CL-1030,Design,343300.0,45,4,12,6,35,25.3,0.05,19,0.98,True,on_time
INV-10982,CL-1031,Development,163200.0,15,3,13,10,0,24.2,0.05,19,1.2,True,on_time
INV-10983,CL-1032,Marketing,29200.0,30,4,4,9,9,53.0,0.167,19,1.22,True,on_time
INV-10984,CL-1033,Consulting,326600.0,30,0,26,9,32,27.6,0.05,19,0.93,True,on_time
INV-10985,CL-1034,Photography,134500.0,45,2,23,8,48,19.3,0.05,19,0.93,True,on_time
INV-10986,CL-1035,Copywriting,265900.0,15,6,11,8,87,21.7,0.05,19,1.23,True,very_late
INV-10987,CL-1036,Design,440300.0,45,6,1,8,14,25.6,0.05,19,1.26,True,on_time
INV-10988,CL-1037,Development,143100.0,30,5,26,4,86,22.7,0.05,19,0.99,True,very_late
INV-10989,CL-1038,Marketing,332000.0,30,3,12,9,68,26.1,0.05,19,1.48,True,very_late
INV-10990,CL-1039,Consulting,30500.0,30,1,10,2,51,38.9,0.167,19,0.76,True,late
INV-10991,CL-1040,Photography,34200.0,30,0,18,3,60,23.9,0.05,19,0.71,True,late
INV-10992,CL-1041,Copywriting,147800.0,15,4,9,3,87,45.7,0.167,19,0.8,True,very_late
INV-10993,CL-1042,Design,178700.0,15,3,24,4,30,34.7,0.167,19,1.4,True,on_time
INV-10994,CL-1043,Development,175300.0,30,1,8,4,31,18.1,0.05,19,1.29,True,on_time
INV-10995,CL-1044,Marketing,127800.0,30,1,25,2,15,46.2,0.167,19,0.8,True,on_time
INV-10996,CL-1045,Consulting,95300.0,45,5,16,10,0,17.3,0.05,19,1.32,True,on_time
INV-10997,CL-1046,Photography,36400.0,45,0,28,8,47,63.5,0.833,19,1.52,True,very_late
INV-10998,CL-1047,Copywriting,135700.0,30,4,28,5,62,17.9,0.05,19,1.13,True,late
INV-10999,CL-1048,Design,229900.0,45,2,13,4,73,22.9,0.05,19,0.99,True,late
INV-11000,CL-1049,Development,330600.0,45,6,14,8,69,19.1,0.05,19,0.94,True,late
INV-11001,CL-1000,Design,18900.0,30,3,28,11,22,23.0,0.05,20,0.79,True,on_time
INV-11002,CL-1001,Development,90900.0,15,5,17,8,40,14.4,0.05,20,0.76,True,late
INV-11003,CL-1002,Marketing,28900.0,15,5,7,7,74,17.9,0.05,20,0.52,True,very_late
INV-11004,CL-1003,Consulting,104000.0,30,4,28,5,23,17.1,0.05,20,1.0,True,on_time
INV-11005,CL-1004,Photography,50400.0,15,2,16,10,43,56.0,0.167,20,1.26,True,late
INV-11006,CL-1005,Copywriting,22800.0,30,3,7,7,89,23.5,0.05,20,0.57,True,very_late
INV-11007,CL-1006,Design,67200.0,30,6,13,5,57,58.4,0.333,20,0.76,True,late
INV-11008,CL-1007,Development,149700.0,15,4,22,4,12,33.0,0.167,20,1.34,True,on_time
INV-11009,CL-1008,Marketing,189600.0,15,4,14,7,25,19.9,0.05,20,0.91,True,on_time
INV-11010,CL-1009,Consulting,79900.0,45,1,16,1,22,14.4,0.05,20,1.25,True,on_time
INV-11011,CL-1010,Photography,65400.0,15,6,21,9,68,48.3,0.9,20,1.02,True,late
INV-11012,CL-1011,Copywriting,115900.0,30,2,9,9,72,21.1,0.05,20,1.61,True,late
INV-11013,CL-1012,Design,22200.0,15,5,6,1,27,14.4,0.05,20,0.35,True,on_time
INV-11014,CL-1013,Development,45100.0,30,6,21,2,57,67.0,0.9,20,1.88,True,very_late
INV-11015,CL-1014,Marketing,172200.0,30,2,12,9,71,23.1,0.05,20,1.08,True,very_late
INV-11016,CL-1015,Consulting,116700.0,30,2,1,7,15,21.6,0.05,20,1.33,True,on_time
INV-11017,CL-1016,Photography,94500.0,45,4,7,10,73,17.1,0.05,20,1.18,True,late
INV-11018,CL-1017,Copywriting,34800.0,45,1,25,5,45,22.2,0.05,20,1.45,True,on_time
INV-11019,CL-1018,Design,183600.0,45,3,25,12,57,25.3,0.05,20,1.15,True,on_time
INV-11020,CL-1019,Development,23800.0,30,4,10,8,80,45.1,0.9,20,0.99,True,very_late
INV-11021,CL-1020,Marketing,225800.0,15,5,26,6,53,25.3,0.05,20,0.78,True,very_late
INV-11022,CL-1021,Consulting,79900.0,45,3,28,2,10,55.5,0.5,20,0.83,True,very_late
INV-11023,CL-1022,Photography,18000.0,15,2,11,11,37,18.8,0.05,20,0.75,True,late
INV-11024,CL-1023,Copywriting,88000.0,45,5,13,5,56,16.2,0.05,20,1.0,True,on_time
INV-11025,CL-1024,Design,199700.0,30,5,19,9,57,27.4,0.05,20,0.89,True,late
INV-11026,CL-1025,Development,192200.0,15,6,1,3,30,18.7,0.05,20,1.33,True,on_time
INV-11027,CL-1026,Marketing,133400.0,45,5,24,2,26,15.3,0.05,20,0.79,True,on_time
INV-11028,CL-1027,Consulting,10000.0,15,0,3,8,70,46.5,0.833,20,0.62,True,very_late
INV-11029,CL-1028,Photography,203200.0,30,4,25,2,13,25.9,0.05,20,0.85,True,on_time
INV-11030,CL-1029,Copywriting,175400.0,15,0,21,7,39,22.5,0.05,20,1.1,True,late
INV-11031,CL-1030,Design,471400.0,45,2,15,11,16,25.3,0.05,20,1.35,True,on_time
INV-11032,CL-1031,Development,155900.0,15,0,2,11,45,24.2,0.05,20,1.15,True,late
INV-11033,CL-1032,Marketing,26300.0,30,6,16,8,69,53.0,0.167,20,1.1,True,very_late
INV-11034,CL-1033,Consulting,149100.0,45,3,5,12,69,27.6,0.05,20,0.43,True,late
INV-11035,CL-1034,Photography,236900.0,45,3,21,12,81,19.3,0.05,20,1.65,True,very_late
INV-11036,CL-1035,Copywriting,302800.0,30,4,21,11,68,21.7,0.05,20,1.4,True,very_late
INV-11037,CL-1036,Design,361000.0,30,3,18,4,11,25.6,0.05,20,1.03,True,on_time
INV-11038,CL-1037,Development,116000.0,30,3,9,3,38,22.7,0.05,20,0.81,True,very_late
INV-11039,CL-1038,Marketing,277900.0,45,6,25,3,44,26.1,0.05,20,1.24,True,on_time
INV-11040,CL-1039,Consulting,38100.0,45,0,23,8,61,38.9,0.167,20,0.95,True,on_time
INV-11041,CL-1040,Photography,48000.0,30,6,10,10,29,23.9,0.05,20,1.0,True,on_time
INV-11042,CL-1041,Copywriting,111000.0,45,2,7,7,71,45.7,0.167,20,0.6,True,late
INV-11043,CL-1042,Design,105600.0,15,1,23,12,82,34.7,0.167,20,0.82,True,very_late
INV-11044,CL-1043,Development,113800.0,30,1,9,2,54,18.1,0.05,20,0.84,True,late
INV-11045,CL-1044,Marketing,136500.0,45,6,26,10,88,46.2,0.167,20,0.85,True,very_late
INV-11046,CL-1045,Consulting,80700.0,30,5,24,9,34,17.3,0.05,20,1.12,True,on_time
INV-11047,CL-1046,Photography,29800.0,15,1,5,5,14,63.5,0.833,20,1.24,True,very_late
INV-11048,CL-1047,Copywriting,172600.0,45,3,9,12,79,17.9,0.05,20,1.44,True,late
INV-11049,CL-1048,Design,293400.0,30,0,5,1,68,22.9,0.05,20,1.26,True,very_late
INV-11050,CL-1049,Development,203200.0,15,2,9,3,56,19.1,0.05,20,0.58,True,very_late
INV-11051,CL-1000,Design,27400.0,15,0,5,1,63,23.0,0.05,21,1.14,True,very_late
INV-11052,CL-1001,Development,88500.0,30,2,26,8,47,14.4,0.05,21,0.74,True,on_time
INV-11053,CL-1002,Marketing,36900.0,15,2,3,3,7,17.9,0.05,21,0.66,True,on_time
INV-11054,CL-1003,Consulting,75900.0,30,0,18,8,23,17.1,0.05,21,0.73,True,on_time
INV-11055,CL-1004,Photography,35700.0,30,6,13,1,15,56.0,0.167,21,0.89,True,on_time
INV-11056,CL-1005,Copywriting,33100.0,45,1,13,8,31,23.5,0.05,21,0.83,True,on_time
INV-11057,CL-1006,Design,89300.0,15,1,15,12,12,58.4,0.333,21,1.01,True,on_time
INV-11058,CL-1007,Development,145200.0,15,3,13,11,39,33.0,0.167,21,1.3,True,late
INV-11059,CL-1008,Marketing,192000.0,15,5,24,1,70,19.9,0.05,21,0.92,True,very_late
INV-11060,CL-1009,Consulting,26100.0,30,3,21,5,25,14.4,0.05,21,0.41,True,on_time
INV-11061,CL-1010,Photography,148900.0,15,6,22,4,14,48.3,0.9,21,2.33,True,very_late
INV-11062,CL-1011,Copywriting,71500.0,30,2,1,3,35,21.1,0.05,21,0.99,True,on_time
INV-11063,CL-1012,Design,64500.0,30,6,8,1,5,14.4,0.05,21,1.01,True,on_time
INV-11064,CL-1013,Development,15900.0,45,3,23,10,19,67.0,0.9,21,0.66,True,very_late
INV-11065,CL-1014,Marketing,205500.0,15,1,6,8,11,23.1,0.05,21,1.28,True,on_time
INV-11066,CL-1015,Consulting,102600.0,30,6,21,1,7,21.6,0.05,21,1.17,True,on_time
INV-11067,CL-1016,Photography,101200.0,15,5,18,2,16,17.1,0.05,21,1.26,True,on_time
INV-11068,CL-1017,Copywriting,21200.0,30,4,26,11,44,22.2,0.05,21,0.88,True,on_time
INV-11069,CL-1018,Design,165800.0,30,5,7,1,88,25.3,0.05,21,1.04,True,very_late
INV-11070,CL-1019,Development,15600.0,45,1,9,1,62,45.1,0.9,21,0.65,True,on_time
INV-11071,CL-1020,Marketing,305100.0,45,2,18,12,62,25.3,0.05,21,1.06,True,on_time
INV-11072,CL-1021,Consulting,102000.0,15,4,12,6,59,55.5,0.5,21,1.06,True,very_late
INV-11073,CL-1022,Photography,22200.0,45,6,18,3,8,18.8,0.05,21,0.93,True,on_time
INV-11074,CL-1023,Copywriting,50300.0,30,2,27,5,69,16.2,0.05,21,0.57,True,very_late
INV-11075,CL-1024,Design,216000.0,15,6,21,9,48,27.4,0.05,21,0.96,True,late
INV-11076,CL-1025,Development,135400.0,15,4,28,6,79,18.7,0.05,21,0.94,True,very_late
INV-11077,CL-1026,Marketing,169200.0,45,0,22,9,49,15.3,0.05,21,1.01,True,on_time
INV-11078,CL-1027,Consulting,10300.0,45,3,25,9,19,46.5,0.833,21,0.64,True,on_time
INV-11079,CL-1028,Photography,210500.0,30,3,21,6,14,25.9,0.05,21,0.88,True,on_time
INV-11080,CL-1029,Copywriting,250600.0,45,0,2,3,22,22.5,0.05,21,1.57,True,on_time
INV-11081,CL-1030,Design,237200.0,15,0,16,4,12,25.3,0.05,21,0.68,True,late
INV-11082,CL-1031,Development,161900.0,45,6,13,11,62,24.2,0.05,21,1.19,True,on_time
INV-11083,CL-1032,Marketing,41700.0,45,4,9,1,46,53.0,0.167,21,1.74,True,very_late
INV-11084,CL-1033,Consulting,263500.0,45,0,1,4,83,27.6,0.05,21,0.75,True,very_late
INV-11085,CL-1034,Photography,132700.0,15,3,26,11,7,19.3,0.05,21,0.92,True,on_time
INV-11086,CL-1035,Copywriting,305200.0,45,3,27,6,90,21.7,0.05,21,1.41,True,very_late
INV-11087,CL-1036,Design,312900.0,45,2,17,1,9,25.6,0.05,21,0.89,True,on_time
